Nome,"Tipo Variação",Variante,Categoria,Marca,Referência,"Código de Barras",Descrição,"Descrição na Fatura",PVP,"Preço Fornecedor",Unidade,"Controlar Stock","IVA - Taxa","IVA - Isenção (Código)","IVA - Isenção (Norma)","Tipo de Produto","Classe de Bem","Loja principal","Stock - Loja principal","Margem de Lucro (%)- Normal",Imagem
"5) Ura de salm fila avo (4 pçs)",,,Delivery,,V5-U591-25011478,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-175,0000",100,https://www.vendus.pt/foto/d2ea9ef2eb1e8b31472bbc58b1a1c845.jpeg
"8) Ura de salm Cali c ov (4 pçs)",,,Delivery,,V8-U592-25011460,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-49,0000",100,https://www.vendus.pt/foto/8d44270576a0c35dcbc4cbcfa943c792.jpeg
"10) Ura de atum avo spi (4 pçs)",,,Delivery,,V10-593-2501142,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-32,0000",100,https://www.vendus.pt/foto/2c179a863363d6e10ca6d40022e3a068.jpeg
"7) Ura sal  c pei bran lem (4 pçs)",,,Delivery,,V7-U594-25011493,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-47,0000",100,https://www.vendus.pt/foto/96125fc4658c643ffaad47a23ede5290.jpeg
"2X1 Temaki de delicias e camarão ",,,Delivery,,V2X1595-25011778,,,Não,"9,0000","0,0000",Uni,Sim,13,,,P,,S,"-210,0000",100,
"2x1 Combinado frio (8 pçs)",,,Delivery,,V2X1596-25011739,,,Não,"11,0000","0,0000",Uni,Não,13,,,P,,S,"-8,0000",100,https://www.vendus.pt/foto/c9939c0599760551e7e4b19c5d5edf5c.jpeg
"Nori (16 pçs)",,,"Take away Sushi in Sushi",,VCOM597-25011793,,,Não,"12,0000","0,0000",Uni,Sim,13,,,P,,S,"-21,0000",100,https://www.vendus.pt/foto/74b85959d5a4c8f4c449a1e58284ddec.jpeg
"Nori (16 pçs)",,,Delivery,,VNOR598-25011748,,,Não,"16,5000","0,0000",Uni,Sim,13,,,P,,S,"-181,0000",100,https://www.vendus.pt/foto/ce64beee45100a205faaca79372e0fd8.jpeg
"Sudarê (24pçs)",,,"Take away Sushi in Sushi",,VCOM599-25011765,,,Não,"14,5000","0,0000",Uni,Sim,13,,,P,,S,"-29,0000",100,https://www.vendus.pt/foto/f40d1b78efb8428ea033270e8c6be1aa.jpeg
"Sudarê (24 pçs)",,,Delivery,,VSUD600-25011762,,,Não,"23,5000","0,0000",Uni,Sim,13,,,P,,S,"-173,0000",100,https://www.vendus.pt/foto/cc8bb6aef6c21f0145a1fb75d4b960b5.jpeg
"Gohan (32 pçs)",,,Delivery,,VGOH601-25011711,,,Não,"26,5000","0,0000",Uni,Sim,13,,,P,,S,"-2518,0000",100,https://www.vendus.pt/foto/ed12fafc42389da0d6d196b220b41774.jpg
"Gohan (32 pçs)",,,"Take away Sushi in Sushi",,VGOH602-2501170,,,Não,"19,0000","0,0000",Uni,Sim,13,,,P,,S,"-152,0000",100,https://www.vendus.pt/foto/c7c0966b7d67fb948e606985a3d392ea.jpg
"Mirin (24 pçs)",,,"Take away Sushi in Sushi",,VMIR603-25011755,,,Não,"13,5000","0,0000",Uni,Sim,13,,,P,,S,"-74,0000",100,https://www.vendus.pt/foto/d3b0edb8d0f737fa48de374b702c8dab.jpeg
"Minirolos de queijo (6pçs)",,,Delivery,,VMIN604-25011880,,,Não,"5,5000","0,0000",Uni,Sim,13,,,P,,S,"-163,0000",100,https://www.vendus.pt/foto/01ee94087949ab82353c1e0a328f027a.jpg
"Minirolos de queijo (6 pçs)",,,"Take away Sushi in Sushi",,VMIN605-25011851,,,Não,"4,0000","0,0000",Uni,Sim,13,,,P,,S,"-17,0000",100,https://www.vendus.pt/foto/f71eb52915726b958cfb738262f9ab5b.jpg
"2x1 Combinado frio",,,Delivery,,V2X1606-25012340,,,Não,"11,0000","0,0000",Uni,Sim,13,,,P,,S,"-1391,0000",100,https://www.vendus.pt/foto/48287078a4ae4ac6a86fbe239baf207b.jpeg
"Mini Yakitori (2 un)",,,"Take away Sushi in Sushi",,VMIN608-2501279,,,Não,"4,5000","0,0000",Uni,Sim,13,,,P,,S,"-11,0000",100,https://www.vendus.pt/foto/29d5a28491d5ced1bdfbce169886f3db.jpg
"Salada Tropical ",,,"Take away Sushi in Sushi",,VSAL609-25012731,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-5,0000",100,https://www.vendus.pt/foto/3a1462fe1690e7e9a876431a83e89ac2.jpg
"Salada Salmon Fresh ",,,"Take away Sushi in Sushi",,VSAL610-25012782,,,Não,"9,0000","0,0000",Uni,Sim,13,,,P,,S,"-2,0000",100,https://www.vendus.pt/foto/3cc9327870690d71ffa6e18e59ea9aef.jpg
"15) Special Salmon (4 pçs)",,,"Take away Sushi in Sushi",,V15-611-25012762,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-13,0000",100,https://www.vendus.pt/foto/fd420850de0ba7a810b07e9d8c3295ca.jpg
"16) Uramaki Mix (4 pçs)",,,"Take away Sushi in Sushi",,V16-612-25012775,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-6,0000",100,https://www.vendus.pt/foto/ccd4d2c3ad34a835fc29b6e7d8678f55.jpg
" 17) Gunkan do chef (4 pçs) ",,,"Take away Sushi in Sushi",,V17-613-25012763,,,Não,"6,5000","0,0000",Uni,Sim,13,,,P,,S,"-1,0000",100,https://www.vendus.pt/foto/a8b3c85b2eca74f35f4942dbedc25e7d.jpg
"16) Gunkan Hot Shrimp (4 pçs) ",,,"Take away Sushi in Sushi",,V16-614-25012764,,,Não,"6,0000","0,0000",Uni,Sim,13,,,P,,S,"-6,0000",100,https://www.vendus.pt/foto/4d2cbb05274f18e31622158f188e00c2.jpg
"Hot Shrimp Filadélfia (8 pçs)",,,"Take away Sushi in Sushi",,VHOT615-2501279,,,Não,"9,0000","0,0000",Uni,Sim,13,,,P,,S,"-21,0000",100,https://www.vendus.pt/foto/0cdde00c773be4bdff7c5b62ca231554.jpg
"Hot Especial (8 pçs)",,,"Take away Sushi in Sushi",,VHOT616-25012725,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-51,0000",100,https://www.vendus.pt/foto/3fddb7f5b8ff8c3f1d14687401c7751e.jpg
"Hot Veg Crispy (8 pçs)",,,"Take away Sushi in Sushi",,VHOT617-25012799,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-9,0000",100,https://www.vendus.pt/foto/1535c5777266cd87139ce9c8b5305e8c.jpg
"Poke do Chef ",,,"Take away Sushi in Sushi",,VPOK618-25012769,,,Não,"16,0000","0,0000",Uni,Sim,13,,,P,,S,0,100,
Mojito,,,"Take away Sushi in Sushi",,VMOJ619-25020340,,,Não,"6,5000","0,0000",Uni,Sim,23,,,P,,S,"-39,0000",100,https://www.vendus.pt/foto/d94562a8ae08977b936c787ea1c77783.jpg
Sunomono,,,"Take away Sushi in Sushi",,VSUN619-25020410,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-81,0000",100,https://www.vendus.pt/foto/6d1c1348ba6551a7abd91bee084cdc88.jpg
"Combo Valentines day",,,Delivery,,VCOM620-25021141,,,Não,"60,0000","0,0000",Uni,Sim,13,,,P,,S,"-2,0000",100,https://www.vendus.pt/foto/b702b1c71751b43c4cf3b86cda7b0877.jpeg
"Combo Valentines day ",,,"Take away Sushi in Sushi",,VCOM621-25021117,,,Não,"45,0000","0,0000",Uni,Sim,13,,,P,,S,"-12,0000",100,https://www.vendus.pt/foto/34fb71b081812b4042c4d40997a49f46.jpeg
"menu valentines day 35 pessoa",,,"Take away Sushi in Sushi",,VMEN622-25021424,,,Não,"35,0000","0,0000",Uni,Sim,13,,,P,,S,"-10,0000",100,
"2x1 temaki de grelhado",,,Delivery,,V2X1623-25021886,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-343,0000",100,https://www.vendus.pt/foto/6f146fc0a49e762bb2493e50ac121be8.jpeg
"2x1 Uramaki grelhado ",,,Delivery,,V2X1624-25021888,,,Não,"8,0000","0,0000",Uni,Sim,13,,,P,,S,"-387,0000",100,https://www.vendus.pt/foto/62e6ce36e4e7a85623034d39c0146e00.png
"7) Ura salm peixe bran lemon (4pçs)",,,"Take away Sushi in Sushi",,V7-U625-25022083,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-9,0000",100,https://www.vendus.pt/foto/3a9e714b9b8f18c393f59cd1862e3753.jpeg
"2x1 Uramaki + Hot (8 pçs",,,Delivery,,V2X1626-25022432,,,Não,"9,0000","0,0000",Uni,Sim,13,,,P,,S,"-5,0000",100,
"Taxa de desperdício ",,,"Take away Sushi in Sushi",,VTAX627-25022510,,,Não,"1,0000","0,0000",Uni,Sim,6,,,P,,S,"-393,0000",100,
"Yanagi (40 pçs)",,,Delivery,,VYAN628-2502253,,,Não,"37,5000","0,0000",Uni,Sim,13,,,P,,S,"-296,0000",100,https://www.vendus.pt/foto/dd37141a73f4b7fade5d977d7ca437c6.jpeg
"Sangria vinho branco",,,"Take away Sushi in Sushi",,VSAN629-25030180,,,Não,"18,0000","0,0000",Uni,Sim,23,,,P,,S,"-42,0000",100,https://www.vendus.pt/foto/0f4606f4b757d20c1ba336093e4496e4.jpg
"Sangria Vinho Tinto",,,"Take away Sushi in Sushi",,VSAN630-2503018,,,Não,"18,0000","0,0000",Uni,Sim,23,,,P,,S,"-11,0000",100,https://www.vendus.pt/foto/b8cdfb61497a44028508db0f6e29af99.jpg
"sangria de frutos vermelhos",,,"Take away Sushi in Sushi",,VSAN631-25030169,,,Não,"21,0000","0,0000",Uni,Sim,23,,,P,,S,"-14,0000",100,https://www.vendus.pt/foto/a76dbab1ff72a7dfa92c6363513bf72b.jpg
"Sangria tropical",,,"Take away Sushi in Sushi",,VSAN632-25030117,,,Não,"21,0000","0,0000",Uni,Sim,23,,,P,,S,"-31,0000",100,https://www.vendus.pt/foto/718f8eea768fa55d73255962b31a4650.jpg
"Yanagi (40 pçs)",,,"Take away Sushi in Sushi",,VYAN633-25031164,,,Não,"24,0000","0,0000",Uni,Sim,13,,,P,,S,"-47,0000",100,
"2X1 temaki Atum mayo ",,,Delivery,,V2X1641-25042365,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-198,0000",100,https://www.vendus.pt/foto/32e975724dc1d1e1187e59ac811e85c6.jpeg
"2x1 Temaki de mayo spyce",,,Delivery,,V2X1642-2504234,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-184,0000",100,https://www.vendus.pt/foto/b0a8c9d9d8d983a0499d31e6af1b926d.jpeg
"Sake (12pçs + 1 Temaki)",,,Delivery,,VSAK646-25071930,,,Não,"20,5000","0,0000",Uni,Sim,13,,,P,,S,"-145,0000",100,https://www.vendus.pt/foto/e346dcd20adc49ef7eba9f5d9b9cd939.jpeg
"Massa maré alta",,,Delivery,,VMAS647-2507226,,,Não,"15,5000","0,0000",Uni,Sim,13,,,P,,S,"-8,0000",100,https://www.vendus.pt/foto/8598dae4e00a5f1592239c2d74b9ebb7.jpeg
"Massa Maré alta",,,"Take away Sushi in Sushi",,VMAS648-25072240,,,Não,"12,0000","0,0000",Uni,Sim,13,,,P,,S,"-12,0000",100,https://www.vendus.pt/foto/f1f6ee758b4a8972127de1b59c565523.jpeg
"Massa Oriente",,,Delivery,,VMAS649-2507234,,,Não,"16,0000","0,0000",Uni,Sim,13,,,P,,S,"-9,0000",100,https://www.vendus.pt/foto/4b11548b47ca38c34c4111fc44af7f50.jpeg
"Massa Oriente",,,"Take away Sushi in Sushi",,VMAS650-2507238,,,Não,"10,5000","0,0000",Uni,Sim,13,,,P,,S,"-10,0000",100,https://www.vendus.pt/foto/49b75c83484f7f9ad9b97f3f7ed007e5.jpeg
"Vinho Mateus Rose",,,Delivery,,VMAT651-25103058,,75cl,Não,"11,0000","9,0000",Uni,Sim,23,,,P,ALT,S,"-11,0000",-0.63,
"Haru (24 pçs)",,,Delivery,,VHAR652-26010945,,,Não,"29,0000","0,0000",Uni,Sim,13,,,P,,S,"-22,0000",100,https://www.vendus.pt/foto/8bd7b52eb76f15ec08a0137f406ad8be.jpeg
"Haru (24 pçs)",,,"Take away Sushi in Sushi",,VHAR653-26010958,,,Não,"19,0000","0,0000",Uni,Sim,13,,,P,,S,"-5,0000",100,https://www.vendus.pt/foto/07395896dcfe12557a81f4ad9dec3665.jpeg
"18) Gunkan de salmão e morango (4 pçs)",,,Delivery,,V18-654-26011036,,,Não,"7,5000","0,0000",Uni,Sim,13,,,P,,S,"-11,0000",100,https://www.vendus.pt/foto/2d820a9205c0a6c48d3be25107c0e7bd.jpeg
"18) Gunkan de salmão e morango (4 pçs)",,,"Take away Sushi in Sushi",,V18-655-2601104,,,Não,"6,0000","0,0000",Uni,Sim,13,,,P,,S,"-2,0000",100,https://www.vendus.pt/foto/1547b8c8aa9935430d44043f3be3a673.jpeg
"19) Gunkan de salmão e framboesa (4 pçs)",,,Delivery,,V19-656-26011036,,,Não,"7,5000","0,0000",Uni,Sim,13,,,P,,S,"-11,0000",100,https://www.vendus.pt/foto/adb6eb432fd754921596ce1e28a861e5.jpeg
"19) Gunkan de salmão e framboesa (4 pçs)",,,"Take away Sushi in Sushi",,V19-657-26011061,,,Não,"6,0000","0,0000",Uni,Sim,13,,,P,,S,0,100,https://www.vendus.pt/foto/2ffa791f9bab7e1ac2dfc6634cc8eb67.jpeg
Yanagi,,,Delivery,,VYAN658-26011241,,,Não,"34,0000","0,0000",Uni,Sim,13,,,P,,S,"-123,0000",100,https://www.vendus.pt/foto/6beee6ce27623afedd1f500162863548.jpeg
"Gyoza de frango (4 pçs)",,,Delivery,,VGYO659-26011548,,,Não,"8,0000","0,0000",Uni,Sim,13,,,P,,S,"-30,0000",100,https://www.vendus.pt/foto/e872fc63d9d362c367c04189b66f5c39.jpeg
"20) Gunkan de Salmão fila com molho de maracujá (4 pçs)",,,Delivery,,V20-660-26011512,,,Não,"7,5000","0,0000",Uni,Sim,13,,,P,,S,"-5,0000",100,https://www.vendus.pt/foto/ecf7a5af9d865cc5b0eb327a0978da56.jpeg
"20) Gunkan de Salmão fila com molho de maracujá (4 pçs)",,,"Take away Sushi in Sushi",,V20-661-26011592,,,Não,"6,0000","0,0000",Uni,Sim,13,,,P,,S,"-1,0000",100,https://www.vendus.pt/foto/5df9d8736bbfdb57932c89d4f6092f1c.jpeg
"gyoza de frango (4pçs)",,,"Take away Sushi in Sushi",,VGYO662-2601150,,,Não,"6,0000","0,0000",Uni,Sim,13,,,P,,S,"-9,0000",100,https://www.vendus.pt/foto/dbfd9d3e462b8b88a4e114ff2ab8be03.jpeg
