Nome,"Tipo Variação",Variante,Categoria,Marca,Referência,"Código de Barras",Descrição,"Descrição na Fatura",PVP,"Preço Fornecedor",Unidade,"Controlar Stock","IVA - Taxa","IVA - Isenção (Código)","IVA - Isenção (Norma)","Tipo de Produto","Classe de Bem","Loja principal","Stock - Loja principal","Margem de Lucro (%)- Normal",Imagem
"Palitos de mussarela (5 un.)",,,Delivery,,VPAL221-24040382,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-103,0000",100,https://www.vendus.pt/foto/500c42a0d07bd1562578ae9d451f7a93.jpeg
"Uramaki de salmão baseado (8pçs)",,,Delivery,,VURA222-24040389,,,Não,"8,0000","0,0000",Uni,Sim,13,,,P,,S,"-101,0000",100,https://www.vendus.pt/foto/8cb38e4be4ffe16554feca7b1c770fc4.jpeg
"Uramaki de Salmão Supremo (8 pçs)",,,Delivery,,VURA223-24040396,,,Não,"9,5000","0,0000",Uni,Sim,13,,,P,,S,"-88,0000",100,https://www.vendus.pt/foto/cd5739735776e5cb5c5f031df49a2b9f.jpeg
"Uramaki de Salmão Grelhado Filadélfia (8 pçs)",,,Delivery,,VURA224-24040374,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-146,0000",100,https://www.vendus.pt/foto/48cd3cfed80935be9c1479fa6a8211cc.png
"Sashimi de Salmão Trufado (10 pçs)",,,Delivery,,VSAS225-24040348,,,Não,"13,5000","0,0000",Uni,Sim,13,,,P,,S,"-11,0000",100,https://www.vendus.pt/foto/fb890ee151084b1d6e29f267b9349d54.jpeg
"Sashimi de Salmão Trufado (10 pçs)",,,"Take away Sushi in Sushi",,VSAS226-24040359,,,Não,"12,0000","0,0000",Uni,Sim,13,,,P,,S,0,100,https://www.vendus.pt/foto/a1dcb18d3eb96e77231f5edc124b1131.jpg
"Uramaki Premium (8 pçs)",,,Delivery,,VURA227-24040317,,,Não,"10,5000","0,0000",Uni,Sim,13,,,P,,S,"-45,0000",100,https://www.vendus.pt/foto/11065cb7038c4aa8ba54c710c06c761b.jpg
"Uramaki de Salmão Spicy (8pçs)",,,Delivery,,VURA228-24040321,,,Não,"8,0000","0,0000",Uni,Sim,13,,,P,,S,"-26,0000",100,https://www.vendus.pt/foto/c2ec400c43d294d929dd6ae434565ffa.jpg
"Hot de banana misto - (8 pçs)",,,Delivery,,VHOT229-24040379,,,Não,"6,5000","0,0000",Uni,Sim,13,,,P,,S,"-386,0000",100,https://www.vendus.pt/foto/d0214ec9463fe5cfd397e03fc07847ee.jpg
"Sumo de laranja Natural ",,,Delivery,,VSUM230-24040385,,,Não,"4,0000","0,0000",Uni,Sim,23,,,P,,S,0,100,https://www.vendus.pt/foto/fd951a53165156a1d6e7c576d4756ac3.jpg
"Camarão Joe (5 uni.)",,,Delivery,,VCAM231-24040312,,,Não,"9,0000","0,0000",Uni,Sim,13,,,P,,S,"-497,0000",100,https://www.vendus.pt/foto/dee6121b9a7a92fccdfdd1d416bce286.jpeg
"Balls Hot Nutella (2 uni)",,,Delivery,,VBAL232-24040343,,,Não,"5,5000","0,0000",Uni,Sim,13,,,P,,S,0,100,https://www.vendus.pt/foto/084e3f59db37e78e79808dc5bf258387.jpeg
"Hot Premium (9pçs)",,,Delivery,,VHOT233-24040363,,,Não,"13,0000","0,0000",Uni,Sim,13,,,P,,S,"-211,0000",100,https://www.vendus.pt/foto/8b36c042796b39a40d27232074685ca0.jpeg
"Grelhadohot (16pçs) + bebida grátis",,,Delivery,,VGRE234-24040381,,,Não,"13,0000","0,0000",Uni,Sim,13,,,P,,S,"-218,0000",100,https://www.vendus.pt/foto/ebd3d7acf164b456908077a5d78bfb5f.jpeg
"Big Hot de Salmão Philadelphia",,,Delivery,,VBIG235-24040344,,,Não,"13,5000","0,0000",Uni,Sim,13,,,P,,S,"-2394,0000",100,https://www.vendus.pt/foto/ea0824fceebc7b6c583d51bc2af41859.jpeg
"Big Hot de Salmão Braseado ",,,Delivery,,VBIG236-24040392,,,Não,"14,5000","0,0000",Uni,Sim,13,,,P,,S,"-139,0000",100,https://www.vendus.pt/foto/90d3fd1a3c466b4ca73cc6d5a4614ea5.jpeg
"Big Hot de Salmão e Camarão",,,Delivery,,VBIG237-24040353,,,Não,"14,5000","0,0000",Uni,Sim,13,,,P,,S,"-96,0000",100,https://www.vendus.pt/foto/569918bf9177a161d79fc9ec8f91860e.jpeg
"Big Hot de Camarão Panado e Salmão Cru ",,,Delivery,,VBIG238-24040352,,,Não,"15,5000","0,0000",Uni,Sim,13,,,P,,S,"-121,0000",100,https://www.vendus.pt/foto/f90e28aeb602c1932d6c67ee04aa5150.jpeg
"Big Hot de Delícias do Mar",,,Delivery,,VBIG239-24040373,,,Não,"13,5000","0,0000",Uni,Sim,13,,,P,,S,"-27,0000",100,https://www.vendus.pt/foto/334bd3ec6d6cfa0003f7078ed5f744b1.jpeg
"Poke de Salmão",,,Delivery,,VPOK240-24040387,,,Não,"13,2500","0,0000",Uni,Sim,13,,,P,,S,"-119,0000",100,https://www.vendus.pt/foto/743e0eaaa70071ec1f6b2a44119379fd.jpeg
"Poke de Salmão Filadélfia",,,Delivery,,VPOK241-24040334,,,Não,"13,2500","0,0000",Uni,Sim,13,,,P,,S,"-232,0000",100,https://www.vendus.pt/foto/583db679cf1b7a9b5ba24735771e88c5.jpeg
"Poke de Salmão e Delícias do Mar Filadélfia",,,Delivery,,VPOK242-24040329,,,Não,"13,2500","0,0000",Uni,Sim,13,,,P,,S,"-7,0000",100,https://www.vendus.pt/foto/2897ec24cc4835197d82efe51752926e.jpeg
"Poke Vegan",,,Delivery,,VPOK243-24040310,,,Não,"13,2500","0,0000",Uni,Sim,13,,,P,,S,"-2,0000",100,https://www.vendus.pt/foto/2c090fb8d6a2a52b800fe5ae186eb777.jpeg
"Poke de Salmão e Camarão",,,Delivery,,VPOK244-2404036,,,Não,"13,2500","0,0000",Uni,Sim,13,,,P,,S,"-64,0000",100,https://www.vendus.pt/foto/7104eac280ea453de7128ec6b923b12f.jpeg
"Poke de Camarão",,,Delivery,,VPOK245-24040329,,,Não,"13,2500","0,0000",Uni,Sim,13,,,P,,S,"-25,0000",100,https://www.vendus.pt/foto/ea7e68d23c5deb2139f661e1a109e1e1.jpeg
"2x1 - hossomaki de salmão",,,Delivery,,V2X1247-2404032,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-33,0000",100,https://www.vendus.pt/foto/a7239a7f0569ddbff105eb82705a1dba.png
"gunkan de salmão (8pçs)",,,Delivery,,VGUN249-24040338,,,Não,"11,0000","0,0000",Uni,Sim,13,,,P,,S,"-182,0000",100,https://www.vendus.pt/foto/acb032e1a3f8a0b69b9500e2133bc8b5.jpeg
"hot crispy filadélfia (8 pçs)",,,Delivery,,VHOT250-2404032,,,Não,"11,0000","0,0000",Uni,Sim,13,,,P,,S,"-289,0000",100,https://www.vendus.pt/foto/66839358d4747f24e1a4c9da11260d08.png
"Gunkan crispy (8 pçs)",,,Delivery,,VGUN251-24040358,,,Não,"12,5000","0,0000",Uni,Sim,13,,,P,,S,"-53,0000",100,https://www.vendus.pt/foto/2404ef0165597229437f31473437e59e.png
"Gunkan mix",,,Delivery,,VGUN252-24040351,,,Não,"26,0000","0,0000",Uni,Sim,13,,,P,,S,"-29,0000",100,https://www.vendus.pt/foto/c9f052f970be460ff5e8155de77b4f53.jpeg
"Gunkan de Pepino (8 pçs)",,,Delivery,,VGUN260-24040377,,,Não,"12,7500","0,0000",Uni,Sim,13,,,P,,S,"-3,0000",100,https://www.vendus.pt/foto/08fae809a97b8b09aeac4230b4ed1fb1.jpeg
"Gunkan Lovers (8 pçs)",,,Delivery,,VGUN261-2404037,,,Não,"12,7500","0,0000",Uni,Sim,13,,,P,,S,"-130,0000",100,https://www.vendus.pt/foto/528068c1d5d043036f48a917b5a54dd7.jpeg
"Gunkan com Camarão (8 PÇS)",,,Delivery,,VGUN262-24040390,,,Não,"12,7500","0,0000",Uni,Sim,13,,,P,,S,"-45,0000",100,https://www.vendus.pt/foto/b0e5c99805f162b5d7fce98a87e5270d.jpg
"Gunkan do chefe (8 pçs)",,,Delivery,,VGUN263-24040320,,,Não,"13,5000","0,0000",Uni,Sim,13,,,P,,S,"-37,0000",100,https://www.vendus.pt/foto/f0f974cdf60ab8c35f76821d0ec2407c.jpeg
"Uramaki de Camarão Califórnia - (8 pçs)",,,Delivery,,VURA264-24040371,,,Não,"8,0000","0,0000",Uni,Sim,13,,,P,,S,"-43,0000",100,https://www.vendus.pt/foto/d89201c64ea52027744fc9960b8a65d2.jpeg
"Ceviche de salmão ",,,Delivery,,VCEV265-24040341,,,Não,"9,5000","0,0000",Uni,Sim,13,,,P,,S,"-119,0000",100,https://www.vendus.pt/foto/0f91520d42e59de8a4152dcdb2e6a4fc.png
"Shimeji ",,,Delivery,,VSHI266-24040391,,,Não,"7,5000","0,0000",Uni,Sim,13,,,P,,S,"-273,0000",100,https://www.vendus.pt/foto/f8d49dd75d3635141d01862f79f62dc0.jpg
"Tartar de salmão ",,,Delivery,,VTAR267-24040365,,,Não,"10,5000","0,0000",Uni,Sim,13,,,P,,S,"-20,0000",100,https://www.vendus.pt/foto/aecbe8d671bb23d1ca1823b34b84c727.jpeg
"Carpaccio de salmão ",,,Delivery,,VCAR268-24040325,,,Não,"10,5000","0,0000",Uni,Sim,13,,,P,,S,"-127,0000",100,https://www.vendus.pt/foto/64fb0a1e317e2c759556a9da2db0ef93.jpeg
"Niguiri trufado (5 pçs)",,,Delivery,,VNIG270-24040389,,,Não,"8,5000","0,0000",Uni,Sim,13,,,P,,S,"-12,0000",100,https://www.vendus.pt/foto/d636cc6dcfa5c86a99b46be2ae621711.jpeg
"Niguiri de salmão e camarão (5 pçs)",,,Delivery,,VNIG271-24040336,,,Não,"8,0000","0,0000",Uni,Sim,13,,,P,,S,"-22,0000",100,https://www.vendus.pt/foto/8e49081f8612f35c417b85f55a807791.jpeg
"Hot de banana com nutella (8 pçs)",,,Delivery,,VHOT272-24040344,,,Não,"6,0000","0,0000",Uni,Sim,13,,,P,,S,"-188,0000",100,https://www.vendus.pt/foto/7ca39a4968c27b5ebb13a5b299442b41.jpeg
"Hot de banana com doce de leite (8 pçs)",,,Delivery,,VHOT273-24040374,,,Não,"6,0000","0,0000",Uni,Sim,13,,,P,,S,"-94,0000",100,https://www.vendus.pt/foto/4ade108c5a715b8674d1843749303e0a.jpeg
"Uramaki de Tomate Seco e Rúcula (8 pçs) ",,,Delivery,,VURA274-24040365,,,Não,"8,0000","0,0000",Uni,Sim,13,,,P,,S,"-22,0000",100,https://www.vendus.pt/foto/c858d437cfc7b4bc3776899ec063b333.jpg
"Camarão Empanado (5 uni)",,,Delivery,,VCAM275-24040389,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-645,0000",100,https://www.vendus.pt/foto/512f20b3b4deecfa3e622e2bea74e54d.jpg
"Balls Hot de Salmão Filadélfia (4 uni)",,,Delivery,,VBAL276-24040326,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-260,0000",100,https://www.vendus.pt/foto/24a5f53e77ed4a827ad2088cc189d8a8.jpeg
"Balls Hot de Camarão Filadélfia (4 uni)",,,Delivery,,VBAL277-24040324,,,Não,"6,0000","0,0000",Uni,Sim,13,,,P,,S,"-8,0000",100,https://www.vendus.pt/foto/7c36d041f059aca7bcc750111928bfc1.jpeg
"Aros de Lula (6 uni)",,,Delivery,,VARO278-2404034,,,Não,"4,5000","0,0000",Uni,Sim,13,,,P,,S,"-105,0000",100,
"Ice tea pêssego",,,Delivery,,VICE280-24040335,,,Não,"3,0000","0,0000",Uni,Sim,23,,,P,,S,"-51,0000",100,
"Uramaki primavera filadélfia (8 pçs)",,,Delivery,,VURA281-24040344,,,Não,"8,0000","0,0000",Uni,Sim,13,,,P,,S,0,100,
"Mini rolos de frango (6 pçs)",,,Delivery,,VMIN284-24040379,,,Não,"5,5000","0,0000",Uni,Sim,13,,,P,,S,"-258,0000",100,
"Uramaki de atum (8pçs)",,,Delivery,,VURA285-24040431,,,Não,"8,0000","0,0000",Uni,Sim,13,,,P,,S,"-6,0000",100,https://www.vendus.pt/foto/0be5d09a16a0316041fa509d7c955cfd.png
"Uramaki avocado de atum spicy (8pçs)",,,Delivery,,VURA286-24040425,,,Não,"8,0000","0,0000",Uni,Sim,13,,,P,,S,"-10,0000",100,https://www.vendus.pt/foto/d347e0d2ecd8760e3abd16789d5e52df.jpeg
"Temaki de atum (1un)",,,Delivery,,VTEM287-24040453,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-26,0000",100,https://www.vendus.pt/foto/6d7a30ce77d91c104900ea3c33b2aac8.jpeg
"Temaki de atum Spicy (1un)",,,Delivery,,VTEM288-24040490,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-47,0000",100,https://www.vendus.pt/foto/c517e4bce0a101fd815f8893f69ade80.jpeg
"Niguiri de salmão e atum (5pçs)",,,Delivery,,VNIG289-24040455,,,Não,"9,0000","0,0000",Uni,Sim,13,,,P,,S,"-1,0000",100,https://www.vendus.pt/foto/bde923e2432cf468c4054fbb3f11b391.jpeg
"Sashimi misto (5pçs)",,,Delivery,,VSAS290-24040492,,,Não,"8,0000","0,0000",Uni,Sim,13,,,P,,S,"-20,0000",100,https://www.vendus.pt/foto/85d94f38ffb784458986b0c8ffd7e3aa.jpeg
"2x1 - Compre 4 pçs de hossomaki  de atum e ganhe mais 4 pçs (8 pçs)",,,Delivery,,V2X1291-2404043,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-28,0000",100,https://www.vendus.pt/foto/d8c12805ed7b5d25e1d4909561a10b24.png
"2x1 - hot de atum (16 pçs)",,,Delivery,,V2X1292-24040468,,,Não,"8,0000","0,0000",Uni,Sim,13,,,P,,S,"-2,0000",100,https://www.vendus.pt/foto/29d4eb10bf828ebb58c29ee143137ea0.jpeg
"Tartar do chef",,,Delivery,,VTAR293-24040490,,,Não,"12,0000","0,0000",Uni,Sim,13,,,P,,S,"-3,0000",100,
"Combinado 1 (16 pçs)",,,Delivery,,VCOM294-24040464,,,Não,"15,0000","0,0000",Uni,Sim,13,,,P,,S,"-73,0000",100,https://www.vendus.pt/foto/d3f45e650f2627f14538bab9c2ab4721.jpg
"Combinado 2 (16pçs)",,,Delivery,,VCOM295-24040451,,,Não,"16,0000","0,0000",Uni,Sim,13,,,P,,S,"-238,0000",100,https://www.vendus.pt/foto/78adc64c30b48e6b04b582fba04478ed.jpeg
"Combinado 3 (16pçs)",,,Delivery,,VCOM296-24040428,,,Não,"16,0000","0,0000",Uni,Sim,13,,,P,,S,"-126,0000",100,https://www.vendus.pt/foto/4daf39d502fd422dd3a9b44e94d7bd86.png
"Combinado 4 (16 pçs)",,,Delivery,,VCOM297-24040445,,,Não,"16,0000","0,0000",Uni,Sim,13,,,P,,S,"-41,0000",100,https://www.vendus.pt/foto/44480b67a46fdfd0d4d62aa71dde52a2.jpeg
"Combinado 5 (14pçs)",,,Delivery,,VCOM298-24040479,,,Não,"16,0000","0,0000",Uni,Sim,13,,,P,,S,"-336,0000",100,https://www.vendus.pt/foto/b77e6a56c8a4ca47b433e869515d7700.png
"Combinado 7 (16 pçs)",,,Delivery,,VCOM299-24040439,,,Não,"16,0000","0,0000",Uni,Sim,13,,,P,,S,"-97,0000",100,https://www.vendus.pt/foto/ca6b14b104d7d2cbcd192d6317dc2aa6.jpeg
"Combinado 8 (24pçs)",,,Delivery,,VCOM300-24040442,,,Não,"21,0000","0,0000",Uni,Sim,13,,,P,,S,"-602,0000",100,https://www.vendus.pt/foto/27f0bc20a5192f1641fadf4860c6effe.jpg
"Combinado 9 (24 pçs)",,,Delivery,,VCOM301-24040491,,,Não,"21,0000","0,0000",Uni,Sim,13,,,P,,S,"-340,0000",100,https://www.vendus.pt/foto/f58855d24b1fd669eadb40eba72d30fa.jpeg
"Combinado 10 (24 pçs)",,,Delivery,,VCOM302-24040440,,,Não,"21,0000","0,0000",Uni,Sim,13,,,P,,S,"-74,0000",100,https://www.vendus.pt/foto/946402092e022247edcf34d84129913b.jpeg
"Combinado 11 (24 pçs)",,,Delivery,,VCOM303-24040464,,,Não,"22,5000","0,0000",Uni,Sim,13,,,P,,S,"-630,0000",100,https://www.vendus.pt/foto/a9950321ffaa8fed0ebce7c717581300.jpeg
"Combinado 6 (14 pçs)",,,Delivery,,VCOM304-24040458,,,Não,"15,0000","0,0000",Uni,Sim,13,,,P,,S,"-55,0000",100,https://www.vendus.pt/foto/f9710e03668eba818db60f6763305513.jpeg
"Combinado 12 (24 pçs)",,,Delivery,,VCOM305-24040458,,,Não,"22,5000","0,0000",Uni,Sim,13,,,P,,S,"-374,0000",100,https://www.vendus.pt/foto/a1e3eb0610cd0963f4a2c0ca4a432242.jpeg
"Combinado 14 (24 pçs)",,,Delivery,,VCOM306-2404049,,,Não,"22,5000","0,0000",Uni,Sim,13,,,P,,S,"-19,0000",100,https://www.vendus.pt/foto/5adc1c9be6384e10cd005a0ad4d7d3b0.jpeg
"Combinado 15 (24 pçs)",,,Delivery,,VCOM307-24040492,,,Não,"22,5000","0,0000",Uni,Sim,13,,,P,,S,"-20,0000",100,https://www.vendus.pt/foto/01d3aedd5c93ece5de67c9c6ba55f0d3.jpeg
"Combinado 17 (58 pçs)",,,Delivery,,VCOM308-24040484,,,Não,"47,0000","0,0000",Uni,Sim,13,,,P,,S,"-20,0000",100,https://www.vendus.pt/foto/f1bf65c3d4c12c564705d4458d874c12.jpeg
"Combinado 18 (58 pçs)",,,Delivery,,VCOM309-24040439,,,Não,"52,0000","0,0000",Uni,Sim,13,,,P,,S,"-73,0000",100,https://www.vendus.pt/foto/05897a4df1dbb32dcdbfb0dae7a46fe7.jpeg
"Combinado 19 (58 pçs)",,,Delivery,,VCOM310-24040482,,,Não,"54,0000","0,0000",Uni,Sim,6,,,P,,S,"-12,0000",100,https://www.vendus.pt/foto/c28436f8c1381bedbba15ceaa4ff4643.jpeg
"Hot grill Filadelfia (8 pçs)",,,Delivery,,VHOT311-24040492,,,Não,"11,0000","0,0000",Uni,Sim,13,,,P,,S,"-26,0000",100,https://www.vendus.pt/foto/e98fe8643235cc1cd2a32abb6b7b3ce0.jpeg
"Temaki Supremo Filadelfia",,,Delivery,,VTEM312-24040451,,,Não,"8,5000","0,0000",Uni,Sim,13,,,P,,S,"-75,0000",100,https://www.vendus.pt/foto/1279b025bdcc9731f61a6d63c7839e3e.jpeg
"Poke Salmão e atum",,,Delivery,,VPOK313-24040442,,,Não,"13,2500","0,0000",Uni,Sim,13,,,P,,S,"-10,0000",100,
"Combinado 13 (24pçs)",,,Delivery,,VCOM314-24040424,,,Não,"21,0000","0,0000",Uni,Sim,13,,,P,,S,"-52,0000",100,https://www.vendus.pt/foto/83332b6ad764cb4c579ec0ea78415fe8.jpeg
"Combinado 16 (58 pçs)",,,Delivery,,VCOM315-24040469,,,Não,"47,0000","0,0000",Uni,Sim,13,,,P,,S,"-153,0000",100,https://www.vendus.pt/foto/57103c9885b581b342f60e773d6ca477.png
"Menu Almoço - Hot de Salmão (16pçs)",,,Delivery,,VMEN316-24040456,,,Não,"12,0000","0,0000",Uni,Sim,13,,,P,,S,"-41,0000",100,https://www.vendus.pt/foto/0613166cd7a8885a4890169ec5b8cdf1.jpeg
"Menu Almoço - Poke de Salmão Filadélfia",,,Delivery,,VMEN317-24040490,,,Não,"13,2500","0,0000",Uni,Sim,13,,,P,,S,"-57,0000",100,https://www.vendus.pt/foto/f078457df7cf49dc7a0dd20fc922b731.png
"Menu Almoço - Big Hot de Salmão Filadélfia",,,Delivery,,VMEN318-24040411,,,Não,"14,0000","0,0000",Uni,Sim,13,,,P,,S,"-48,0000",100,https://www.vendus.pt/foto/bd80e7b29f1adf71f9b277d2cb863e26.jpeg
"Menu Almoço - Combinado 2 (16pçs)",,,Delivery,,VMEN319-24040483,,,Não,"15,0000","0,0000",Uni,Sim,13,,,P,,S,"-83,0000",100,https://www.vendus.pt/foto/a59b99b8f799cbeca1711e0021a714ff.jpeg
"2x1 grelhado (16pçs)",,,Delivery,,V2X1320-24040445,,,Não,"10,0000","0,0000",Uni,Sim,13,,,P,,S,"-90,0000",100,https://www.vendus.pt/foto/9bfd52c8a9039662d8c1a63c8a361d2e.png
"2x1 de hot (16 pçs)",,,Delivery,,V2X1321-24040442,,,Não,"10,0000","0,0000",Uni,Sim,13,,,P,,S,"-1400,0000",100,https://www.vendus.pt/foto/f9971e8143febc17e89329f55c0482a5.jpeg
"Taxa de Entrega ",,,Delivery,,VTAX322-2404040,,,Não,"5,2000","0,0000",Uni,Sim,23,,,P,,S,"-579,0000",100,
"Special Salmon (8pçs)",,,Delivery,,VSPE323-24040414,,,Não,"14,0000","0,0000",Uni,Sim,13,,,P,,S,"-157,0000",100,https://www.vendus.pt/foto/ec7e68c7f6bf4ba66fbea8fdc0d9de40.jpeg
"Niguiri salmão (5pçs)",,,Delivery,,VNIG324-2404045,,,Não,"7,5000","0,0000",Uni,Sim,13,,,P,,S,"-108,0000",100,https://www.vendus.pt/foto/935997aaf6c529424ac7b2e8db568c1c.jpeg
"Uramaki grelhado supremo (8 pçs)",,,Delivery,,VURA325-24040864,,,Não,"8,0000","0,0000",Uni,Sim,13,,,P,,S,"-1,0000",100,
"grelhahot supremo (16 pçs)",,,Delivery,,VGRE326-24040871,,,Não,"14,0000","0,0000",Uni,Sim,13,,,P,,S,"-1,0000",100,
"Aros Cebola ",,,Delivery,,VARO327-2404135,,,Não,"3,5000","0,0000",Uni,Sim,13,,,P,,S,"-30,0000",100,https://www.vendus.pt/foto/63efc30972b48af7fd9a3a1198a98272.jpg
"Hot Lovers ",,,Delivery,,VHOT328-24041353,,,Não,"11,0000","0,0000",Uni,Sim,13,,,P,,S,"-45,0000",100,https://www.vendus.pt/foto/47292af7cf68fe061fa7be9c77520846.jpeg
"Hossomaki Vegano",,,Delivery,,VHOS329-2404132,,,Não,"12,7500","0,0000",Uni,Sim,13,,,P,,S,"-52,0000",100,https://www.vendus.pt/foto/063a57feab01a5fb2ad5290d386bc9db.jpg
"Combinado 20 (16 pçs)  ",,,Delivery,,VCOM330-24041527,,,Não,"15,0000","0,0000",Uni,Sim,13,,,P,,S,"-543,0000",100,https://www.vendus.pt/foto/a39c52a307beb51a0dd60cd62f32b012.jpeg
"Combinado 21 (16 pçs) ",,,Delivery,,VCOM331-24041522,,,Não,"17,0000","0,0000",Uni,Sim,13,,,P,,S,"-786,0000",100,https://www.vendus.pt/foto/f14be9b04dbc62aa53eeda3bac4949c3.jpeg
"Combinado 22 (28 pçs)",,,Delivery,,VCOM332-24041519,,,Não,"19,0000","0,0000",Uni,Sim,13,,,P,,S,"-27,0000",100,
"Combinado 23 (24 pçs)  ",,,Delivery,,VCOM333-24041580,,,Não,"21,0000","0,0000",Uni,Sim,13,,,P,,S,"-706,0000",100,https://www.vendus.pt/foto/b6530bdfefac9504727580a24046bf84.jpeg
"Combinado 24 (60 pçs)",,,Delivery,,VCOM334-24041577,,,Não,"50,0000","0,0000",Uni,Sim,13,,,P,,S,"-546,0000",100,https://www.vendus.pt/foto/f48315a94d9703600ed903e8419a0961.jpeg
" 2x1 - temaki de salmão grelhado",,,Delivery,,V2X1335-24041585,,,Não,"8,0000","0,0000",Uni,Sim,13,,,P,,S,"-66,0000",100,
"Combinado 20 (16 pçs)",,,"Take away Sushi in Sushi",,VCOM337-24042218,,,Não,"11,5000","0,0000",Uni,Sim,13,,,P,,S,"-13,0000",100,https://www.vendus.pt/foto/e041529d93ab5298c7eb3c8201e54ed6.jpeg
"Combinado 21 (16 pçs)",,,"Take away Sushi in Sushi",,VCOM338-24042294,,,Não,"12,5000","0,0000",Uni,Sim,13,,,P,,S,"-38,0000",100,https://www.vendus.pt/foto/98eddd3eda5a6b7f9f54d0d31506f7a3.jpeg
"Combinado 22 (24 pçs)",,,"Take away Sushi in Sushi",,VCOM339-24042275,,,Não,"13,5000","0,0000",Uni,Sim,13,,,P,,S,"-67,0000",100,https://www.vendus.pt/foto/6b176772c2b8ccd7c416d96ab5e4c195.jpeg
"Combinado 23 (24 pçs)",,,"Take away Sushi in Sushi",,VCOM340-24042294,,,Não,"14,5000","0,0000",Uni,Sim,13,,,P,,S,"-84,0000",100,https://www.vendus.pt/foto/181911d5e3c79b3f72fa84c53f21dbc5.jpeg
"Combinado 24 (60 pçs)",,,"Take away Sushi in Sushi",,VCOM341-24042221,,,Não,"34,0000","0,0000",Uni,Sim,13,,,P,,S,"-81,0000",100,https://www.vendus.pt/foto/93baddc618036686fba16b95359a5faa.jpeg
"Combinado 22 (24pçs)",,,Delivery,,VCOM342-24042274,,,Não,"22,0000","0,0000",Uni,Sim,13,,,P,,S,"-626,0000",100,https://www.vendus.pt/foto/b5dd8a9464622a1a0f6496866cb4c069.jpeg
"Temaki de camarao filadelfia",,,Delivery,,VTEM343-24042410,,,Não,"7,0000","0,0000",Uni,Sim,13,,,P,,S,"-102,0000",100,https://www.vendus.pt/foto/b3a72eca73feffe5a8a01c01a7e2f735.jpeg
"Combinado 25 (28 pçs)",,,Delivery,,VCOM344-24042944,,,Não,"19,0000","0,0000",Uni,Sim,13,,,P,,S,"-1,0000",100,
"Combinado 25 (24 pçs)",,,Delivery,,VCOM345-24052221,,,Não,"19,0000","0,0000",Uni,Sim,13,,,P,,S,"-172,0000",100,
"Combinado 25 (24 pçs)",,,"Take away Sushi in Sushi",,VCOM346-24052234,,,Não,"13,5000","0,0000",Uni,Sim,13,,,P,,S,"-17,0000",100,
"Hossomaki de Robalo (8 pçs)",,,Delivery,,VHOS347-24061583,,,Não,"5,0000","0,0000",Uni,Sim,13,,,P,,S,"-1,0000",100,
"Combinado 26 (24pçs)",,,Delivery,,VCOM348-24072426,,,Não,"22,0000","0,0000",Uni,Sim,13,,,P,,S,"-1,0000",100,
Entradas,,,"Take away Sushi in Sushi",,VENT349-24082185,,,Não,"0,0000","0,0000",Uni,Sim,13,,,P,,S,0,,https://www.vendus.pt/foto/86720edb13b1f04ce571384fa5faea50.png
2x1,,,Delivery,,V2X1350-24082168,,,Não,"0,0000","0,0000",Uni,Sim,13,,,P,,S,0,,https://www.vendus.pt/foto/9b9deb2c8cb6f0e58b5776b39c468e42.png
"Menu almoço",,,"Take away Sushi in Sushi",,VMEN351-24082123,,,Não,"0,0000","0,0000",Uni,Sim,13,,,P,,S,0,,https://www.vendus.pt/foto/dd247f42b11a1afceab0808aa696a283.png
"Peças premium",,,"Take away Sushi in Sushi",,VPEC352-24082132,,,Não,"0,0000","0,0000",Uni,Sim,13,,,P,,S,0,,https://www.vendus.pt/foto/9eb1096c71db7d440718f1011c862c09.png
"peças premium",,,Delivery,,VPEC353-24082129,,,Não,"0,0000","0,0000",Uni,Sim,23,,,P,,S,0,,https://www.vendus.pt/foto/34eb50ae7e1a681f13f47e6ad8ac38c7.png
"Menu almoço",,,Delivery,,VMEU354-2408213,,,Não,"0,0000","0,0000",Uni,Sim,23,,,P,,S,0,,https://www.vendus.pt/foto/0894c64c1a633e7d24c4f50d3021ca0d.png
Entradas,,,Delivery,,VENT355-24082123,,,Não,"0,0000","0,0000",Uni,Sim,23,,,P,,S,0,,https://www.vendus.pt/foto/39efe4c296f0defb21978055968e78df.png
Combinados,,,Delivery,,VCOM356-24082260,,,Não,"0,0000","0,0000",Uni,Sim,23,,,P,,S,"-1,0000",,https://www.vendus.pt/foto/3f16a9d45dbf23be46e5c16416e97502.png
"Combinados ",,,"Take away Sushi in Sushi",,VCOM357-2408220,,,Não,"0,0000","0,0000",Uni,Sim,23,,,P,,S,0,,https://www.vendus.pt/foto/9451f2c831a477e68d9e3e544b340b43.png
